index,ocupacion,clasificacion-oit
1185,encargada de recurso h,no se proporciona suficiente información sobre "recurso h" para determinar su clasificación en función de las categorías de ocupación de la oit. si puedes proporcionar más detalles sobre esta ocupación, estaré encantado de ayudarte con la clasificación.
1186,andarivelista,91
1187,rondin,92
1188,profesora de ingles,23
1189,analista quimico,21
1190,directora de ciclo,23
1191,rematador,42
1192,administradroa proyectos,24
1193,asistente administrativa,41
1194,varicultor,61
1195,analista certificadora,24
1196,tapicero,73
1197,asistente logistica,33
1198,guardi de seguridad,54
1199,dimensionado,21
1200,rotiseria,94
1201,oeprador,81
1202,dependiente,no corresponde a una clasificación específica de ocupación según la oit.
1203,asistente de beneficios,41
1204,operadora de produccion,73
1205,tecnico de investigacione,31
1206,asistente de linea,81
1207,planificacion,24
1208,experta en linea vendedor,52
1209,asistente de la eduacion,36
1210,administrativo cobranza,33
1211,tec paramedico,32
1212,inspectora de patio,23
1213,sub jefe de cocina,94
1214,maestro ayudante,36
1215,auxiliar lavador,91
1216,manipulador de alimentos,94
1217,tecnico pie,31
1218,pionetas,94
1219,terapeuta laser,32
1220,maestro instalador,72
1221,secretaria kinesiologia,34
1222,tec electricos,31
1223,mantencion y aseo,91
1224,profesional de intervenci,23
1225,coodinador diurno,36
1226,ing de proyecto,21
1227,asesor de clienta,42
1228,subgerente,12
1229,administrador general,12
1230,despacho,44
1231,repartidor lector enel,83
1232,jefe de calidad,14
1233,ribeteador,73
1234,guardia de se guridad,54
1235,operacion de locucion,35
1236,operario aserradero,72
1237,higiene,91
1238,operario packing,82
1239,conductor cuartelero,83
1240,maestro tapicero,73
1241,tec asistente de parvulo,36
1242,supervisora esterilizacio,32
1243,asistente aula,36
1244,auxiliar aseo maquinarias,91
1245,operadora de rayos x,32
1246,tecnico en mantenimiento,31
1247,costurera,73
1248,contador general,24
1249,ayudante paletera,75
1250,despachado de pedidos,41
1251,coordinadora de produccon,13
1252,asesor multimedia,25
1253,coordinador regional,11
1254,ejecutivo,11
1255,docente de diferencial,23
1256,asiste de aula,36
1257,chofer de camiones,83
1258,auxiliar de servicios y m,42
1259,especialista,21
1260,vendedora integral multif,52
1261,operario de maquina,72
1262,operador de briquetas,81
1263,coordinadora programa int,23
1264,asistente programa,44
1265,maestro calderero,72
1266,soporte tecnico,25
1267,visual marchant,43
1268,gestor comercial,24
1269,educadora de trato direct,23
1270,paisajista,61
1271,asistente integral,51
1272,area mantencion,81
1273,encargado de sala,14
1274,tec en parvulos dif,23
1275,asistente ilumino,34
1276,operarrio bodega,82
1277,jornal  limpieza,91
1278,call center mesa ayuda,33
1279,asistente de aula diferen,36
1280,maestro en depto de educa,23
1281,operador de bodega,81
1282,jef depto comerc,12
1283,masoterapeuta,53
1284,encargada de artes visual,73
1285,aseo industrial,91
1286,asistente paisajismo,61
1287,asistente de venta,52
1288,coordinadora de delivery,12
1289,mecanico de mantenimiento,72
1290,tecnico laboratorio,31
1291,ejecutiva de cobranza,33
1292,rrhh,24
1293,asistente de admision,41
1294,asistente biblioteca,41
1295,electricista,71
1296,coordinador de marketing,24
1297,jefe de seccion,12
1298,jefa de ventas,12
1299,operador camion mixer,83
1300,asistente intermediacion,33
1301,tecnico localizador,31
1302,ejecutiva ventas,12
1303,delivery,83
1304,tec en comun,36
1305,operador de evaporacion,81
1306,conductor y maestro,83
1307,veterinario,22
1308,maestro ductero,72
1309,auxiliar de seguridad,54
1310,operaria de aseo,91
1311,captadora de tarjeta,42
1312,asistente parvulos,36
1313,barredor y pioneta,91
1314,ayudante rectificador,72
1315,maquinista hornero,72
1316,reparacion,75
1317,docente de ingles,23
1318,tens en enf,22
1319,peluquera canina,53
1320,materiales,43
1321,maestro mueblista,73
1322,asistente de cine,42
1323,subjefa zonal,11
1324,prensista,73
1325,coordinador,24
1326,estibador,93
1327,monitora de calidad,21
1328,director del colegio,23
1329,maestro en telecomunicaci,21
1330,inspectora del colegio,23
1331,brigadista conbatiente,54
1332,inspectora de colegio,23
1333,asistente expediciones,41
1334,lider de maquina,81
1335,armador de estructura,71
1336,secretaria utp,41
1337,tec en enf,32
1338,auxiliar proceso,41
1339,tecnico de parvulo,36
1340,operario cosechero,92
1341,jefe de fabrica,13
1342,jefe proyectos,24
1343,guia de turismo,51
1344,jefe de rrhh,12
1345,asesor sala,34
1346,admisnitrativo,33
1347,fiscalizadora,34
1348,profesor ed fisica,23
1349,encargado de asistencia,41
1350,conductor de camion 3 cua,83
1351,maestro escultor,73
1352,tecnico mantenedora,31
1353,asitente pasillo,91
1354,tecnico atencion parvulo,36
1355,logistica,24
1356,inyectorista,72
1357,demostrador tecnico,31
1358,director de contrucciones,13
1359,preparador,41
1360,tecnico de mantencion,31
1361,pickin,92
1362,tractoreo,63
1363,courrier,83
1364,apoyo retail,42
1365,tecnico vertical,31
1366,ejecutiva en terreno,11
1367,mecanico de maquinarias,72
1368,ejecutivo en terreno,11
1369,operaria picking,93
1370,pre operacional,91
1371,jefe de planta,13
1372,operario de carniceria,75
1373,buzomariascador,61
1374,jefe terreno,13
1375,trabajador forestal,62
1376,tecnico odontologia,32
1377,radio frecuencia,31
1378,auxiliar de mantecion,91
1379,maestro armador,72
1380,runner,96
1381,conductor profesional,83
1382,operador maquinas,81
1383,cuidador de caballo,51
1384,pintora,73
1385,encargada gestion,11
1386,operador industrial,81
1387,transporte,83
1388,concretero,71
1389,medico de familia,22
1390,ayudante de despacho,43
1391,maestro instalaciones,31
1392,manipuladora arcas,93
1393,transportista jefe grupo,83
1394,soldador y jornal,72
1395,jefe de trasnsporte,12
1396,raleo,62
1397,maestro de sushi,94
1398,asesora del hogar,91
1399,jefe estacion area calien,13
1400,administrativa de finanza,33
1401,tecnico equipos,31
1402,andamiero,71
1403,patrullero vecinal,54
1404,directora de control,12
1405,apoyo tecnico,34
1406,jornal de aseo,91
1407,mantencion y limpieza,91
1408,tec alimentacion bodega,33
1409,venta en ruta,52
1410,auxiliar de bodega y aseo,91
1411,asistente de barrido,96
1412,operador logistica,33
1413,jefe de mantencion,13
1414,supervisor bodega,41
1415,empaque,82
1416,administradora y gerente,12
1417,asistente de estadistica,34
1418,elaborador,73
1419,salvavidas,54
1420,tarjadora,61
1421,encargado de maestranza,72
1422,promotora de servicios,42
1423,cosechadora,63
1424,abarrotes,52
1425,ejecutivo de negocios,12
1426,ayudante de jardinero,91
1427,ayudante cajera y ventas,42
1428,analista de rrhh,24
1429,auxiliar de aseo y apoyo,91
1430,recoleccion de huevos,63
1431,ayudante operador,82
1432,conductor y operador,83
1433,tecnico senior,31
1434,tecnico de fibra optica,31
1435,operador de riego,61
1436,lider de sucursal,12
1437,jefa area,12
1438,jefa de turno,14
1439,instalador de ventanas,72
1440,coordinador cajera,41
1441,podador de piso y altura,61
1442,digitadora administrativa,41
1443,ayudante de instalacion,81
1444,temporera agricola,63
1445,cuartelero seguridad,54
1446,auxiliar de hospital,32
1447,aspirante de cocina,94
1448,auxiliard e aseo,91
1449,ejecutiva aerolinea,11
1450,operador movil,83
1451,marcadador de caballares,61
1452,ayudante trazador,31
1453,vendedor a cargo,52
1454,kam nacional,22
1455,inspector tecnico de obra,31
1456,cosechera,63
1457,calderero armador,72
1458,tecnico en fibra optica,31
1459,piloto oficial guardiero,83
1460,operardor maquinaria,81
1461,control calidad quimico,31
1462,encargada de biblioteca,34
1463,periodista,26
1464,operador de transportador,83
1465,supervisor de mantencion,13
1466,encargado internet,25
1467,preparador automotriz,72
1468,elect informat y telec,25
1469,gasificador,81
1470,estilista,53
1471,tecnico de terreno,31
1472,armador,62
1473,ingeniero logistico,21
1474,tecnico en prevencion,32
1475,recolector peoneta,96
1476,bodega y reparto,52
1477,avisadora domiciliaria,51
1478,enc de convivencia escol,36
1479,teclider,23
1480,operador suministro electrico,81
1481,operador de sorter central,81
1482,tens en terreno,73
1483,perforista,92
1484,jefa de rrhh,12
1485,operador bomba,81
1486,operaria de campo,61
1487,terminaciones,23
1488,op serv al cliente,42
1489,jefa tienda,14
1490,ayudante de carpintero,75
1491,operativo met,81
1492,multiproposito,96
1493,ayudante de pegado,82
1494,academica,23
1495,ayudante de investigacion,21
1496,docente/inspectora,23
1497,asistente clinico,32
1498,operadora de rampa,83
1499,coordinador tecnico,31
1500,encargado de casos,34
1501,ingeniero de campo,21
1502,operador de central seg,81
1503,especialista de productos,24
1504,administrador local,24
1505,tecnico en mantension,31
1506,auxiliar de camion,83
1507,atencion al cliente,42
1508,asistente de aseo,91
1509,educador,23
1510,tecn telecomunicaciones,25
1511,chofer mecanico,83
1512,encargada contable region,43
1513,pescador artesanal,62
1514,electromicanico,31
1515,tecnico parvulo,36
1516,sin antecedentes,96
1517,supervisor de operaciones,13
1518,maestro de carpinteria,73
1519,conductor repartidor,83
1520,coordinadora de pastoral,23
1521,parkimetro,42
1522,tecnico parvulos,36
1523,tecnico veterinaria,32
1524,operaria de lavanderia,91
1525,jefe abastecimiento,12
1526,tecnico de servicios,34
1527,cuidadora de apoyo,53
1528,cuidador postrados,53
1529,panificador,75
1530,maestra rematadora,73
1531,bordadora de maquina inds,75
1532,conductor forestal,83
1533,operador de paila,75
1534,maestro jalatero,73
1535,encargada de bodega,41
1536,asistente distribucion y,41
1537,chofer y mantencion,83
1538,mantencion de aseo,91
1539,tecen parvulos,23
1540,directora de colegio,23
1541,operador de moldurera,81
1542,despostador,95
1543,conductor ayudant de bode,83
1544,operario ventas,52
1545,sub jefe de local,42
1546,movilizador y chofer,83
1547,faenador,92
1548,jefa utp,23
1549,ejecutiva atencion al cli,42
1550,medico cirujano,22
1551,jefe de flota,23
1552,dentista,22
1553,excabacion y otros,93
1554,controlador central,31
1555,ayudnte,41
1556,atencion al clte,42
1557,inspectora de internado,23
1558,tec inspector,31
1559,mantencion jardines,61
1560,publicista,24
1561,jefe de agua potable,12
1562,cocicnero,94
1563,operador de aseo,91
1564,secretaria dental,32
1565,maestro enfierraodor,75
1566,operario cargador,93
1567,ejecutiva integral,11
1568,asistente servicio client,42
1569,suchero,63
1570,operador excavadora,83
1571,ayudante terminador,75
1572,cocina,94
1573,departamento informatica,25
1574,operador grua barco,81
1575,chef,94
1576,tec en parvulo,36
1577,operador camion,83
1578,ayudante de garantias,34
1579,guradia,54
1580,operador de faena,81
1581,chofer capataz,83
1582,trastorero,33
1583,operador de planta,81
1584,ingeniero proyectista,21
1585,ito mecanico,72
1586,tens pediatria,22
1587,cortador carnicero,92
1588,encargada de ropa,75
1589,encargado adquisiciones,24
1590,transportista,83
1591,tec veterinario,32
1592,armador mancheras,92
1593,docente especialista,23
1594,tens de salud,22
1595,docente de historia,23
1596,junior,41
1597,planificador,24
1598,auxiliar de ser generales,44
1599,secretaria contable,43
1600,conductor de furgon,83
1601,operador de pulpa,81
1602,faenadora,92
1603,vendedor multifuncional,52
1604,operador blanca harina,75
1605,operador de servicios,34
1606,ayudante pateleria,94
1607,coorinadora de redes,25
1608,operador de sondaje,81
1609,montajista,82
1610,retorno de andarivel,91
1611,reponedora soprole,52
1612,jefe de ventas,12
1613,diseñadora,21
1614,encargada de valija,91
1615,analista de produccion,13
1616,mantenimiento y aseo,91
1617,matarife,92
1618,directora de arte,24
1619,profesora quimica,23
1620,captadora,41
1621,profesor educacion fisico,23
1622,operador 3,81
1623,operador de camion,83
1624,limpieza general,91
1625,aspirante de maestro,23
1626,tripulante general,83
1627,jardinero y mantencion,61
1628,tens farmacia,22
1629,cuidadora adulto mayor,53
1630,jefa de garzones,14
1631,maestro 2,23
1632,analista de gestion,24
1633,podador,61
1634,agente preventivo,54
1635,vendedor terreno,52
1636,operia,73
1637,auxilar de aseo,91
1638,maestra cocinera,94
1639,soleria planta de zapatos,72
1640,operador de equipo,81
1641,mantenedor mina,93
1642,jefe oficina provincia sa,11
1643,aspirante cocina,94
1644,panadero pastelero,75
1645,chofer descargador,83
1646,viverista,61
1647,cajera admisionista,41
1648,seguridad antista,54
1649,profesora jefe,23
1650,fabricante,75
1651,garzona mesera,52
1652,encargado unidad bbcc,33
1653,maestro montajista,73
1654,minero operador,93
1655,paradocentes asiste educa,36
1656,maestro primero,23
1657,atendedor,42
1658,gerente de produccion,13
1659,tec enfermera,32
1660,counting,43
1661,encargado bodega,41
1662,operador camion pluma,83
1663,operador de cepilladora,72
1664,medico pediatra,22
1665,excavador,93
1666,analista de medios de pag,24
1667,asist parvulos,36
1668,encarde gestion de perso,24
1669,profesora de aula,23
1670,ejecutiva de fibra terren,11
1671,supervisora tecnica,31
1672,soldador d,72
1673,docente encargado bibliot,23
1674,tutora diurna,23
1675,m1,no puedo clasificar la ocupación "m1" ya que no tengo información suficiente sobre ella. por favor, proporciona una descripción más detallada o un nombre específico de la ocupación para poder ayudarte.
1676,mecanico administrativo,33
1677,profesional de interver,23
1678,encargado de la oirs,34
1679,tecnico junior,31
1680,gruero,83
1681,tecnico agropecuario,61
1682,mecanico montajista,72
1683,encargado de clima,21
1684,mantencion de baños quimi,91
1685,labores agricola,61
1686,analista de continuidad,25
1687,repartidor motorizado,83
1688,asist de inventario,43
1689,mecanico operador maquina,81
1690,asistente de servicio,51
1691,supervisior,12
1692,inspector de calidad,31
1693,tec educ diferencial,36
1694,ministro de fe,26
1695,medico veterinario,21
1696,vendedora de terreno,52
1697,quimica farmaceutica,21
1698,ing en desarrollo de enva,21
1699,patron de nave menor,83
1700,maestro moldeador,73
1701,jefa de salon,23
1702,analista expropiaciones,24
1703,consultora,24
1704,coordinador de despacho,34
1705,ayudante de reparador,73
1706,tripulante de cubierta,83
1707,pañolero,41
1708,operario carga y transpor,83
1709,pasatelero,73
1710,grueso,92
1711,carpinteria,75
1712,jefe de instalaciones,81
1713,encargada del delivery,83
1714,cargador de maquina,82
1715,concerge,42
1716,operario de aseo,91
1717,ejecutiva de atencion,12
1718,asesor de marca,24
1719,profesor de staff,23
1720,jefe de mantenimiento,13
1721,informatico,25
1722,m1 obra civiles,71
1723,aux servicio,51
1724,asist logistica,33
1725,tec domiciliario,36
1726,operario de logistica,81
1727,entrenador de caballo,75
1728,pulidor automotriz,91
1729,guardia en puerto,54
1730,jefe tecnica comunal,11
1731,chofer de camion,83
1732,asistente de tienda,52
1733,tecnico en educacion,36
1734,jefe de servicios,12
1735,funcionario administrativ,41
1736,auxiliar de barrido,91
1737,recicladora,96
1738,jefe utp,23
1739,jefe de turno produccion,13
1740,garzona y labores de barr,52
1741,cajera administrativa,41
1742,operario de faena,92
1743,coordinador de proyectos,24
1744,barredora dde feria,96
1745,operador de tienda,42
1746,ceramista,73
1747,tecnico maestro primera e,36
